start,end,segment,diff,x1,x1_value,x2,x2_value
0.5,2.5,2.0,-,1.2639320225002102,1.0991512266999686,1.7360679774997898,0.4012001504414201
1.2639320225002102,2.5,1.2360679774997898,0.6180339887498949,1.7360679774997898,0.4012001504414201,2.0278640450004204,0.19858458080175126
1.7360679774997898,2.5,0.7639320225002102,0.6180339887498947,2.0278640450004204,0.19858458080175126,2.2082039324993694,0.16036825159202472
2.0278640450004204,2.5,0.4721359549995796,0.6180339887498952,2.2082039324993694,0.16036825159202472,2.319660112501051,0.16991857996312143
2.0278640450004204,2.319660112501051,0.2917960675006306,0.6180339887498939,2.139320225002102,0.16713112855509937,2.2082039324993694,0.16036825159202472
2.139320225002102,2.319660112501051,0.18033988749894903,0.6180339887498973,2.2082039324993694,0.16036825159202472,2.2507764050037835,0.16102723202408398
2.139320225002102,2.2507764050037835,0.11145618000168156,0.6180339887498881,2.181892697506516,0.16180895422796704,2.2082039324993694,0.16036825159202472
2.181892697506516,2.2507764050037835,0.06888370749726747,0.6180339887499123,2.2082039324993694,0.16036825159202472,2.22446517001093,0.1601837656969406
2.2082039324993694,2.2507764050037835,0.042572472504414094,0.618033988749849,2.22446517001093,0.1601837656969406,2.234515167492223,0.1603393423982354
2.2082039324993694,2.234515167492223,0.026311234992853372,0.6180339887500147,2.218253929980662,0.16019058725382673,2.22446517001093,0.1601837656969406
2.218253929980662,2.234515167492223,0.016261237511560722,0.6180339887495809,2.22446517001093,0.1601837656969406,2.2283039274619547,0.16021888272286522
2.218253929980662,2.2283039274619547,0.01004999748129265,0.6180339887507166,2.2220926874316866,0.16017708587712087,2.22446517001093,0.1601837656969406
2.218253929980662,2.22446517001093,0.006211240030268073,0.6180339887477435,2.2206264125599056,0.16017869618908115,2.2220926874316866,0.16017708587712087
2.2206264125599056,2.22446517001093,0.003838757451024577,0.618033988755527,2.2220926874316866,0.16017708587712087,2.222998895139149,0.16017828263482667
2.2206264125599056,2.222998895139149,0.0023724825792434956,0.6180339887351497,2.221532620267368,0.16017718350185498,2.2220926874316866,0.16017708587712087
2.221532620267368,2.222998895139149,0.0014662748717810814,0.618033988788498,2.2220926874316866,0.16017708587712087,2.2224388279748304,0.16017734534773326
2.221532620267368,2.2224388279748304,0.0009062077074624142,0.6180339886488304,2.2218787608105117,0.16017704767037,2.2220926874316866,0.16017708587712087
2.221532620267368,2.2220926874316866,0.0005600671643186672,0.6180339890144849,2.221746546888543,0.1601770707164147,2.2218787608105117,0.16017704767037
2.221746546888543,2.2220926874316866,0.000346140543143747,0.6180339880571892,2.2218787608105117,0.16017704767037,2.221960473509718,0.1601770512493341
2.221746546888543,2.221960473509718,0.00021392662117492023,0.6180339905634218,2.221828259587749,0.16017705226592258,2.2218787608105117,0.16017704767037
2.221828259587749,2.221960473509718,0.00013221392196882675,0.6180339840020196,2.2218787608105117,0.16017704767037,2.221909972286955,0.16017704743038635
2.2218787608105117,2.221960473509718,8.171269920609348e-05,0.6180340011799937,2.221909972286955,0.16017704743038635,2.2219292620332745,0.16017704827526505
2.2218787608105117,2.2219292620332745,5.050122276273328e-05,0.618033956207474,2.221898050556831,0.1601770472875899,2.221909972286955,0.16017704743038635
2.2218787608105117,2.221909972286955,3.12114764433602e-05,0.618034073947063,2.2218906825406357,0.16017704734424226,2.221898050556831,0.1601770472875899
2.2218906825406357,2.221909972286955,1.928974631937308e-05,0.6180337657008438,2.221898050556831,0.1601770472875899,2.2219026042707597,0.1601770473079259
2.2218906825406357,2.2219026042707597,1.1921730123987118e-05,0.6180345727001025,2.2218952362545643,0.16017704729616294,2.221898050556831,0.1601770472875899
