start,start_value,end,end_value,pivot,pivot_value,u,u_value,segment,diff
6.0,-0.7060166147896032,9.9,0.22402374469936714,7.95,-0.8167501662630755,7.162519779434594,-0.7692430282974495,3.9000000000000004,-
7.162519779434594,-0.7692430282974495,9.9,0.22402374469936714,7.95,-0.8167501662630755,7.695258729614684,-0.8016935189965839,2.7374802205654065,0.701918005273181
7.695258729614684,-0.8016935189965839,9.9,0.22402374469936714,7.95,-0.8167501662630755,7.932535551252102,-0.815749673048811,2.204741270385316,0.8053907581951196
7.932535551252102,-0.815749673048811,9.9,0.22402374469936714,7.95,-0.8167501662630755,8.03662107536733,-0.8216111559629384,1.967464448747898,0.8923788360908443
7.95,-0.8167501662630755,9.9,0.22402374469936714,8.03662107536733,-0.8216111559629384,8.081951027515853,-0.8240763793269763,1.9500000000000002,0.991123372643906
8.03662107536733,-0.8216111559629384,9.9,0.22402374469936714,8.081951027515853,-0.8240763793269763,8.139600675435759,-0.827117555781579,1.86337892463267,0.9555789357090614
8.081951027515853,-0.8240763793269763,9.9,0.22402374469936714,8.139600675435759,-0.827117555781579,8.184566782002202,-0.8294055117095707,1.8180489724841475,0.9756732505936986
8.139600675435759,-0.827117555781579,9.9,0.22402374469936714,8.184566782002202,-0.8294055117095707,8.229434221183373,-0.8316042637585829,1.7603993245642418,0.9682903767761908
8.184566782002202,-0.8294055117095707,9.9,0.22402374469936714,8.229434221183373,-0.8316042637585829,8.268731442786839,-0.8334524287403472,1.7154332179977985,0.9744568712683561
8.229434221183373,-0.8316042637585829,9.9,0.22402374469936714,8.268731442786839,-0.8334524287403472,8.305583040480716,-0.8351122563613741,1.670565778816627,0.9738448348146486
8.268731442786839,-0.8334524287403472,9.9,0.22402374469936714,8.305583040480716,-0.8351122563613741,8.338949001701737,-0.8365477035344595,1.6312685572131613,0.9764766990310896
8.305583040480716,-0.8351122563613741,9.9,0.22402374469936714,8.338949001701737,-0.8365477035344595,8.369741295095588,-0.8378103922330651,1.5944169595192843,0.9774092392506886
8.338949001701737,-0.8365477035344595,9.9,0.22402374469936714,8.369741295095588,-0.8378103922330651,8.397897735498036,-0.8389085459912776,1.5610509982982634,0.9790732524376304
8.369741295095588,-0.8378103922330651,9.9,0.22402374469936714,8.397897735498036,-0.8389085459912776,8.423787649312828,-0.8398671102987418,1.530258704904412,0.9802746396963208
8.397897735498036,-0.8389085459912776,9.9,0.22402374469936714,8.423787649312828,-0.8398671102987418,8.447541734422023,-0.8407004761782446,1.5021022645019642,0.9816002089632245
8.423787649312828,-0.8398671102987418,9.9,0.22402374469936714,8.447541734422023,-0.8407004761782446,8.469376334324174,-0.8414251120222442,1.476212350687172,0.9827642135781107
8.447541734422023,-0.8407004761782446,9.9,0.22402374469936714,8.469376334324174,-0.8414251120222442,8.48944083825555,-0.8420540268303299,1.4524582655779774,0.9839087614338566
8.469376334324174,-0.8414251120222442,9.9,0.22402374469936714,8.48944083825555,-0.8420540268303299,8.507893387384355,-0.8425994976535198,1.4306236656758262,0.9849671412806739
8.48944083825555,-0.8420540268303299,9.9,0.22402374469936714,8.507893387384355,-0.8425994976535198,8.524866879848648,-0.8430720417497328,1.41055916174445,0.9859749950928585
8.507893387384355,-0.8425994976535198,9.9,0.22402374469936714,8.524866879848648,-0.8430720417497328,8.540487340992367,-0.8434810833267119,1.3921066126156454,0.9869182735263765
8.524866879848648,-0.8430720417497328,9.9,0.22402374469936714,8.540487340992367,-0.8434810833267119,8.55486697228805,-0.8438348426996995,1.375133120151352,0.9878073329222955
8.540487340992367,-0.8434810833267119,9.9,0.22402374469936714,8.55486697228805,-0.8438348426996995,8.568109152925222,-0.8441405646877033,1.359512659007633,0.9886407643632351
8.55486697228805,-0.8438348426996995,9.9,0.22402374469936714,8.568109152925222,-0.8441405646877033,8.580307536327632,-0.844404580590058,1.3451330277119506,0.9894229515257484
8.568109152925222,-0.8441405646877033,9.9,0.22402374469936714,8.580307536327632,-0.844404580590058,8.591547824832888,-0.8446324316228152,1.331890847074778,0.9901554862126183
8.580307536327632,-0.844404580590058,9.9,0.22402374469936714,8.591547824832888,-0.8446324316228152,8.601908121133787,-0.8448289511597893,1.319692463672368,0.9908413039783244
8.591547824832888,-0.8446324316228152,9.9,0.22402374469936714,8.601908121133787,-0.8448289511597893,8.611459838869921,-0.8449983524211934,1.3084521751671119,0.9914826455294159
8.601908121133787,-0.8448289511597893,9.9,0.22402374469936714,8.611459838869921,-0.8449983524211934,8.620268234413116,-0.8451443012438326,1.298091878866213,0.9920820214162006
8.611459838869921,-0.8449983524211934,9.9,0.22402374469936714,8.620268234413116,-0.8451443012438326,8.628393021837303,-0.8452699838503344,1.2885401611300793,0.9926417244482907
8.620268234413116,-0.8451443012438326,9.9,0.22402374469936714,8.628393021837303,-0.8452699838503344,8.635888860002295,-0.8453781660026533,1.2797317655868845,0.9931640504433563
8.628393021837303,-0.8452699838503344,9.9,0.22402374469936714,8.635888860002295,-0.8453781660026533,8.642805822557795,-0.8454712460375577,1.2716069781626977,0.9936511793778435
